sentence,sentiment,char_length,word_count
"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",positive,119,20
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",positive,79,17
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,positive,71,16
"Quarterly diluted EPS on continuing operations came in at 0.21 eur , compared with last year 's 0.12 eur .",positive,106,20
Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .,positive,114,21
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive,171,36
Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,positive,82,18
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",positive,100,17
"Tectia Corporation HEL : TEC1V , a provider of real-time security solutions , today announced that it has appointed LAN2LAN , a provider of IT services in the UK , to distribute its data security and manage file transfer software .",positive,231,41
"The Bristol Port Company has sealed a one million pound contract with Cooper Specialised Handling to supply it with four 45-tonne , customised reach stackers from Konecranes .",positive,175,28
The company expects net sales to significantly increase from 2009 .,positive,67,11
"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive,85,20
"The company said that it will supply the WCDMA 3G-HSPA radio network , including the modular , high capacity Nokia Flexi WCDMA base station in East Java , Bali , Sumatra and Batam .",positive,181,34
"The fair value of investment properties totalled EUR 2,299.9 mn , compared to EUR 2,229.5 mn in the corresponding period in 2009 .",positive,130,23
The fund at fair value will increase correspondingly .,positive,54,9
The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .,neutral,113,24
The optimization of the steel components heating process will reduce the energy consumption .,positive,93,14
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,positive,102,16
These savings will have full impact as of the beginning of 2007 .,neutral,65,13
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive,145,21
This new partnership agreement represents a significant milestone for both parties .,positive,84,12
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",positive,141,25
"Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said .",positive,161,28
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",positive,178,28
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",neutral,79,15
The forecast for 2012 is 3.3 % .,neutral,32,8
"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares .",neutral,130,20
The company is listed on the Nordic Exchange in Helsinki .,neutral,58,11
"Incap Contract Manufacturing will carry out the manufacturing for these agreements at its factory in Tumkur , near Bangalore .",neutral,126,20
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",neutral,104,19
Comptel Corporation will publish its financial statements for 2008 on 12 February 2009 .,neutral,88,14
"Finnish L&T Recoil , a company specialising in used oil regeneration , is building a facility in Hamina in Finland in 2008 .",neutral,124,23
The shops are located in the capital region and the Paijat-Hame region .,neutral,72,13
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral,216,33
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,neutral,96,20
"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases .",neutral,236,37
Name of Company in which holdings have been acquired : Citycon Oyj 2 .,neutral,70,14
"BasWare is headquartered in Espoo , Finland .",neutral,45,8
"The store is located in Poznan in a shopping center named Pestka , the company added .",neutral,86,17
"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .",neutral,199,35
"Following its strategy , Tikkurila has established a fully-owned sales company TOO Tikkurila in Almaty , Kazakhstan , for marketing decorative paints under the Finnish Tikkurila brand and the Russian Teks brand .",neutral,212,33
Asian traffic declined by 3.4 per cent .,negative,40,8
"Ahlstrom 's 5,700 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .",neutral,133,21
"Raute , headquartered in Nastola , Finland , is a technology company serving the wood products industry worldwide .",neutral,115,19
"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral,92,16
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,neutral,130,16
"The joint venture will invest about EUR 500,000 in production technology straight away .",neutral,88,14
He will report to CapMan Plc 's CEO Heikki Westerlund .,neutral,55,11
The price will be specified at the completion date .,neutral,52,10
A total of $ 78 million will be invested in the project .,neutral,57,13
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",neutral,122,22
"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com",neutral,262,52
"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",neutral,154,31
`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,neutral,106,16
`` There is no room to modify the share component as we have already indicated . '',neutral,83,17
`` We could be there .,neutral,22,6
"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place .",neutral,240,40
"128,538 shares can still be subscribed for with Series E share options , max .",neutral,78,15
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",neutral,231,39
"A meeting for the media and analysts will be held on the same day at 10:30 a.m. at Stonesoft Headquarters in Helsinki , Italahdenkatu 22 A. The Interim report will be presented by Stonesoft 's CEO Ilkka Hiidenheimo .",neutral,216,39
A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,neutral,79,17
"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-801-6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 .",neutral,168,34
"A spokesman said : `` The food store center , subject to council and local support , could comprise a supermarket or smaller store and other niche outlets , and this will be firmed up following consultation with the council and local community regarding appropriate uses and occupiers . ''",neutral,289,50
"A total of 185 Wonderware Certified SIs are available to integrate and support Wonderware products such as InTouch - HMI software , IndustrialSQL Server historian , Wonderware Information Server , DT Analyst software or QI Analyst SPC software .",neutral,245,39
A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,neutral,89,18
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",neutral,98,22
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",neutral,295,55
Absolut Bank is exploring the possibility of further borrowing .,neutral,64,10
Aker Yards Finland will begin using Chinese subcontractors at its Finnish shipyards .,neutral,85,13
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+nsi-Kalkkuna to produce turkey meat .,positive,135,21
Finnish food industry company L+nnen Tehtaat is planning changes to its fish product business .,neutral,95,15
Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .,neutral,127,16
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",neutral,143,26
"In Finland , metal sector company Componenta is laying off temporarily the staff of its Pori mill from Christmas 2008 till 6 January 2009 .",negative,139,25
"Member of the HK Ruokatalo Group in Finland , Scan , is launching a joint venture slaughterhouse with Team Ugglarp in Sk+ne , southern Sweden .",neutral,143,26
