sentence,sentiment,char_length,word_count
Financial terms were n't disclosed .,neutral,36,6
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",neutral,203,37
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",neutral,185,32
Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor .,neutral,86,14
"Following the move , Stora Enso holding in NewPage will remain unchanged .",neutral,74,13
"Following the registration , the share capital of Biotie is EUR 52,556,678.10 .",neutral,79,13
"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries .",neutral,150,23
For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register .,neutral,146,25
"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .",neutral,146,28
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",neutral,134,21
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral,144,25
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland .",neutral,150,26
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",neutral,145,24
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,neutral,123,21
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,neutral,123,25
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral,201,34
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .,neutral,96,17
Her present position is the director of Stockmann 's international department stores .,neutral,86,13
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,neutral,111,18
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",neutral,118,22
"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .",neutral,119,21
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",neutral,101,22
Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . '',neutral,135,26
"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx .",neutral,133,27
"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 .",neutral,212,51
"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent .",neutral,178,31
"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .",neutral,161,32
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",neutral,208,40
"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .",neutral,168,32
"In addition , MIDs are always online and enable full Internet browsing .",neutral,72,13
"In addition , the contract includes modification of the effluent treatment plant at Follum .",neutral,92,15
"In his current position , Manty has worked since 1996 .",neutral,55,11
"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 .",neutral,165,27
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari .,neutral,92,18
"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making .",neutral,191,36
"In this way , the industry 's starting point has been the consumers ' needs .",neutral,77,16
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral,127,24
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",neutral,129,27
"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .",neutral,137,24
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral,78,12
"Includes company and brand share data by category , as well as distribution channel data .",neutral,90,16
"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral,107,20
"industry in Asia + Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral,182,32
Investment management and investment advisory services are the company 's sole line of business .,neutral,97,15
Investments are not disclosed .,neutral,31,5
Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,neutral,72,15
"ISMS does not disclose its financial results , the daily said .",neutral,63,12
"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 .",neutral,157,29
It is expected to be online by 2011 .,neutral,37,9
It 's not .,neutral,11,4
It was decided that the auditors are reimbursed according to invoice .,neutral,70,12
It will report full-year results on August 22 .,neutral,47,9
"Its annual capacity is some 10,000 MW .",neutral,39,8
Its market share is 6 percent according to AC Nielsen 's 2008 data .,neutral,68,14
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",neutral,107,18
"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral,119,21
"Jeder Beta-Tester erh+lt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+glichkeit , die finale Version zu beeinflussen .",neutral,144,22
"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO ) .",neutral,241,46
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,neutral,57,14
"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",neutral,116,21
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral,89,13
"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY .",neutral,126,24
"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",neutral,79,19
"L+nnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral,132,23
Lemmink+inen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .,neutral,105,18
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral,119,21
